Gene	Uniprot	Breast cancer	Cervical cancer	Colorectal cancer	Endometrial cancer	Glioma	Head and neck cancer	Liver cancer	Lung cancer	Melanoma	Ovarian cancer	Pancreatic cancer	Prostate cancer	Renal cancer	Stomach cancer	Testis cancer	Thyroid cancer	Urothelial cancer
FKBP11	Q9NYL4	unprognostic (7.45e-3)	unprognostic (8.62e-2)	unprognostic (2.40e-1)	prognostic favourable (7.09e-4)	unprognostic (1.70e-2)	unprognostic (2.00e-1)	unprognostic (3.46e-2)	unprognostic (1.75e-1)	unprognostic (7.64e-2)	unprognostic (3.49e-3)	unprognostic (1.24e-1)	unprognostic (1.46e-1)	prognostic unfavourable (0.00e+0)	unprognostic (2.15e-1)	unprognostic (4.51e-1)	unprognostic (2.79e-1)	unprognostic (1.54e-1)
EIF4EBP1	Q13541	unprognostic (1.55e-2)	unprognostic (2.45e-1)	unprognostic (1.58e-1)	prognostic unfavourable (8.86e-4)	unprognostic (6.94e-2)	unprognostic (2.69e-1)	unprognostic (1.94e-2)	unprognostic (3.27e-2)	unprognostic (1.61e-1)	unprognostic (1.16e-2)	unprognostic (3.18e-3)	unprognostic (7.21e-2)	prognostic unfavourable (0.00e+0)	unprognostic (7.98e-2)	unprognostic (3.01e-1)	unprognostic (4.57e-2)	unprognostic (5.72e-3)
C8orf59	Q8N0T1	unprognostic (1.61e-2)	unprognostic (2.98e-1)	unprognostic (4.51e-1)	unprognostic (1.63e-3)	unprognostic (2.19e-2)	unprognostic (1.71e-1)	unprognostic (1.36e-2)	unprognostic (1.47e-1)	unprognostic (1.22e-3)	unprognostic (1.63e-1)	unprognostic (1.69e-2)	unprognostic (2.82e-1)	prognostic unfavourable (0.00e+0)	unprognostic (2.03e-2)	unprognostic (3.16e-2)	unprognostic (2.29e-1)	unprognostic (3.84e-3)
PDGFRL	Q15198	unprognostic (1.25e-1)	unprognostic (1.73e-1)	unprognostic (5.10e-2)	unprognostic (1.59e-2)	unprognostic (7.39e-3)	unprognostic (1.31e-1)	unprognostic (1.32e-1)	unprognostic (6.54e-2)	unprognostic (3.86e-1)	unprognostic (7.46e-2)	unprognostic (1.63e-1)	unprognostic (6.72e-2)	prognostic unfavourable (0.00e+0)	unprognostic (1.58e-3)	unprognostic (1.26e-1)	unprognostic (4.47e-3)	unprognostic (6.00e-3)
SRPX2	O60687	unprognostic (4.10e-2)	unprognostic (4.55e-2)	unprognostic (2.08e-1)	unprognostic (3.72e-2)	unprognostic (1.96e-1)	unprognostic (4.21e-3)	unprognostic (3.59e-3)	unprognostic (5.41e-2)	unprognostic (3.22e-2)	unprognostic (1.26e-1)	unprognostic (2.86e-2)	unprognostic (2.29e-1)	prognostic unfavourable (0.00e+0)	unprognostic (1.84e-3)	unprognostic (1.69e-1)	unprognostic (8.67e-2)	unprognostic (3.85e-1)
STEAP3	Q658P3	unprognostic (6.51e-2)	unprognostic (6.48e-2)	unprognostic (4.89e-2)	unprognostic (3.45e-2)	unprognostic (1.94e-3)	unprognostic (9.07e-2)	unprognostic (1.99e-2)	unprognostic (3.04e-1)	unprognostic (9.75e-2)	unprognostic (1.58e-3)	unprognostic (5.08e-3)	unprognostic (6.95e-2)	prognostic unfavourable (0.00e+0)	unprognostic (2.82e-1)	unprognostic (4.45e-1)	unprognostic (9.37e-2)	unprognostic (6.82e-2)
MTHFD2	P13995	unprognostic (1.82e-3)	unprognostic (4.60e-2)	unprognostic (8.12e-2)	prognostic unfavourable (2.07e-5)	prognostic favourable (1.01e-4)	unprognostic (3.10e-3)	unprognostic (2.24e-3)	unprognostic (4.75e-3)	unprognostic (2.64e-2)	unprognostic (3.96e-2)	unprognostic (3.76e-3)	unprognostic (3.57e-3)	prognostic unfavourable (1.11e-16)	unprognostic (3.66e-2)	unprognostic (6.52e-2)	unprognostic (9.07e-2)	unprognostic (2.34e-3)
CCNB1	P14635	unprognostic (4.12e-2)	unprognostic (2.75e-2)	unprognostic (1.91e-3)	unprognostic (4.08e-3)	unprognostic (2.78e-1)	unprognostic (1.39e-1)	prognostic unfavourable (1.54e-7)	prognostic unfavourable (3.38e-4)	unprognostic (1.43e-2)	unprognostic (1.63e-2)	unprognostic (2.49e-3)	unprognostic (1.40e-1)	prognostic unfavourable (1.11e-16)	unprognostic (2.44e-1)	unprognostic (3.73e-1)	unprognostic (1.44e-1)	unprognostic (5.15e-3)
CALR	P27797	unprognostic (1.49e-1)	unprognostic (1.57e-1)	unprognostic (8.46e-2)	unprognostic (4.25e-2)	unprognostic (9.44e-3)	unprognostic (6.93e-2)	unprognostic (2.47e-2)	unprognostic (4.60e-2)	unprognostic (2.61e-1)	prognostic favourable (1.10e-4)	unprognostic (2.07e-1)	unprognostic (3.76e-1)	prognostic unfavourable (1.11e-16)	unprognostic (2.37e-1)	unprognostic (1.96e-1)	unprognostic (1.37e-1)	unprognostic (5.27e-2)
STX16	O14662	unprognostic (7.52e-2)	unprognostic (1.91e-1)	unprognostic (7.96e-2)	unprognostic (1.35e-2)	unprognostic (1.51e-1)	unprognostic (2.12e-1)	prognostic unfavourable (4.18e-4)	unprognostic (7.32e-2)	unprognostic (5.11e-2)	unprognostic (3.51e-2)	unprognostic (2.80e-3)	unprognostic (2.41e-2)	prognostic unfavourable (1.11e-16)	unprognostic (3.35e-2)	unprognostic (1.53e-1)	unprognostic (1.56e-1)	unprognostic (5.89e-2)
PPP1R18	Q6NYC8	unprognostic (3.25e-2)	unprognostic (1.19e-1)	prognostic unfavourable (4.71e-4)	unprognostic (1.01e-1)	unprognostic (2.11e-2)	unprognostic (1.59e-2)	unprognostic (2.90e-2)	unprognostic (3.37e-2)	unprognostic (2.44e-1)	unprognostic (1.18e-1)	unprognostic (3.61e-2)	unprognostic (2.40e-1)	prognostic unfavourable (1.11e-16)	unprognostic (1.73e-1)	unprognostic (4.42e-2)	unprognostic (9.33e-2)	unprognostic (4.76e-2)
IFI16	Q16666	unprognostic (7.23e-3)	unprognostic (2.20e-2)	unprognostic (5.15e-2)	unprognostic (7.70e-3)	unprognostic (1.87e-1)	unprognostic (6.08e-2)	unprognostic (1.80e-1)	unprognostic (5.83e-2)	unprognostic (5.04e-2)	unprognostic (2.26e-2)	unprognostic (5.92e-3)	unprognostic (7.62e-2)	prognostic unfavourable (1.11e-16)	unprognostic (5.07e-2)	unprognostic (4.08e-1)	unprognostic (7.97e-2)	unprognostic (1.14e-1)
ASF1B	Q9NVP2	unprognostic (3.14e-1)	prognostic favourable (4.45e-5)	unprognostic (2.41e-3)	unprognostic (2.40e-1)	unprognostic (2.15e-1)	unprognostic (2.27e-2)	prognostic unfavourable (2.03e-4)	unprognostic (2.87e-2)	unprognostic (1.33e-3)	unprognostic (1.52e-1)	prognostic unfavourable (1.98e-4)	unprognostic (8.48e-3)	prognostic unfavourable (2.22e-16)	prognostic favourable (2.49e-4)	unprognostic (1.27e-1)	unprognostic (3.92e-2)	unprognostic (4.31e-2)
NOP56	O00567	unprognostic (2.82e-1)	unprognostic (2.97e-1)	unprognostic (2.18e-1)	prognostic unfavourable (1.24e-4)	unprognostic (1.01e-1)	unprognostic (1.25e-1)	prognostic unfavourable (1.59e-7)	unprognostic (2.63e-2)	prognostic unfavourable (6.77e-4)	unprognostic (7.11e-2)	unprognostic (2.59e-2)	unprognostic (9.87e-2)	prognostic unfavourable (2.22e-16)	unprognostic (1.04e-2)	unprognostic (2.53e-1)	unprognostic (1.12e-2)	unprognostic (2.42e-1)
RFC4	P35249	unprognostic (2.45e-1)	prognostic favourable (7.41e-5)	unprognostic (2.84e-1)	unprognostic (1.81e-3)	unprognostic (1.03e-1)	unprognostic (6.69e-3)	prognostic unfavourable (6.75e-7)	unprognostic (5.29e-3)	unprognostic (1.15e-2)	unprognostic (2.34e-3)	prognostic unfavourable (7.38e-4)	unprognostic (5.92e-2)	prognostic unfavourable (2.22e-16)	unprognostic (1.80e-2)	unprognostic (4.98e-1)	unprognostic (6.15e-2)	unprognostic (2.16e-1)
UBE2T	Q9NPD8	unprognostic (2.38e-3)	unprognostic (6.37e-2)	unprognostic (5.27e-2)	unprognostic (5.19e-2)	unprognostic (2.81e-1)	unprognostic (6.13e-3)	prognostic unfavourable (4.79e-6)	unprognostic (1.71e-2)	unprognostic (2.32e-2)	prognostic favourable (6.90e-6)	unprognostic (6.28e-3)	unprognostic (2.85e-2)	prognostic unfavourable (2.22e-16)	unprognostic (5.37e-3)	unprognostic (1.58e-1)	unprognostic (1.20e-1)	unprognostic (4.86e-2)
SHC1	P29353	unprognostic (4.12e-2)	prognostic unfavourable (6.74e-4)	unprognostic (1.10e-2)	unprognostic (3.77e-2)	unprognostic (6.40e-2)	unprognostic (4.08e-3)	unprognostic (2.94e-3)	prognostic unfavourable (1.92e-4)	unprognostic (9.13e-2)	unprognostic (1.66e-1)	unprognostic (1.38e-1)	unprognostic (1.13e-1)	prognostic unfavourable (2.22e-16)	unprognostic (7.19e-2)	unprognostic (1.40e-1)	unprognostic (9.21e-2)	unprognostic (1.31e-1)
SEC61A2	Q9H9S3	unprognostic (6.83e-2)	unprognostic (2.76e-2)	unprognostic (1.48e-2)	unprognostic (1.01e-3)	unprognostic (4.18e-2)	unprognostic (1.84e-2)	unprognostic (1.28e-3)	unprognostic (1.55e-2)	unprognostic (2.97e-1)	unprognostic (3.95e-2)	prognostic favourable (1.08e-5)	unprognostic (3.14e-2)	prognostic unfavourable (2.22e-16)	unprognostic (6.41e-2)	unprognostic (4.95e-2)	unprognostic (6.18e-2)	prognostic favourable (8.75e-4)
SLC38A5	Q8WUX1	unprognostic (2.81e-1)	unprognostic (4.87e-2)	unprognostic (7.92e-3)	unprognostic (1.58e-1)	unprognostic (1.29e-3)	unprognostic (1.26e-1)	unprognostic (7.75e-2)	unprognostic (5.79e-2)	unprognostic (1.52e-1)	unprognostic (3.80e-3)	prognostic unfavourable (2.13e-4)	unprognostic (2.99e-2)	prognostic unfavourable (2.22e-16)	unprognostic (1.27e-3)	unprognostic (1.45e-1)	unprognostic (2.86e-1)	unprognostic (2.20e-1)
CERCAM	Q5T4B2	unprognostic (2.87e-2)	unprognostic (1.37e-3)	unprognostic (1.89e-3)	unprognostic (2.19e-1)	unprognostic (4.68e-3)	unprognostic (7.79e-3)	unprognostic (3.29e-3)	unprognostic (5.68e-2)	unprognostic (1.00e-1)	prognostic unfavourable (5.22e-4)	unprognostic (1.59e-1)	unprognostic (5.93e-2)	prognostic unfavourable (3.33e-16)	unprognostic (1.34e-2)	unprognostic (1.04e-1)	unprognostic (6.05e-3)	prognostic unfavourable (3.30e-5)
LMNB1	P20700	unprognostic (1.52e-1)	unprognostic (2.53e-2)	unprognostic (4.96e-3)	unprognostic (3.70e-2)	unprognostic (1.61e-1)	unprognostic (8.65e-3)	prognostic unfavourable (3.08e-6)	unprognostic (2.06e-2)	unprognostic (6.62e-3)	unprognostic (5.28e-2)	unprognostic (2.13e-3)	unprognostic (2.33e-2)	prognostic unfavourable (3.33e-16)	unprognostic (1.33e-2)	unprognostic (2.06e-1)	unprognostic (1.08e-1)	unprognostic (2.55e-1)
GTPBP2	Q9BX10	unprognostic (1.35e-1)	unprognostic (1.01e-1)	unprognostic (8.94e-2)	unprognostic (1.08e-3)	unprognostic (2.56e-1)	unprognostic (1.37e-1)	prognostic unfavourable (1.08e-6)	unprognostic (4.71e-2)	unprognostic (2.58e-3)	unprognostic (6.47e-2)	unprognostic (8.31e-2)	unprognostic (6.15e-3)	prognostic unfavourable (1.44e-15)	unprognostic (1.13e-1)	unprognostic (3.36e-1)	unprognostic (1.06e-1)	unprognostic (2.89e-3)
CDC7	O00311	unprognostic (6.84e-2)	unprognostic (6.01e-2)	unprognostic (4.64e-2)	unprognostic (7.02e-3)	unprognostic (5.57e-2)	unprognostic (3.57e-3)	prognostic unfavourable (3.15e-6)	unprognostic (6.52e-2)	unprognostic (2.23e-2)	unprognostic (1.36e-3)	unprognostic (2.04e-2)	unprognostic (1.75e-2)	prognostic unfavourable (1.89e-15)	unprognostic (9.44e-3)	unprognostic (2.49e-2)	unprognostic (1.09e-1)	unprognostic (5.39e-2)
SLC17A9	Q9BYT1	unprognostic (2.65e-3)	unprognostic (2.13e-1)	unprognostic (7.08e-2)	unprognostic (1.97e-1)	unprognostic (4.33e-3)	unprognostic (5.33e-2)	unprognostic (6.03e-2)	unprognostic (6.84e-3)	unprognostic (1.00e-2)	unprognostic (1.45e-1)	unprognostic (2.21e-1)	unprognostic (7.11e-2)	prognostic unfavourable (2.78e-15)	unprognostic (6.06e-3)	unprognostic (5.51e-2)	unprognostic (5.96e-2)	unprognostic (1.06e-1)
SERPINH1	P50454	unprognostic (3.80e-1)	prognostic unfavourable (2.10e-4)	unprognostic (5.93e-2)	unprognostic (2.81e-3)	unprognostic (3.25e-2)	prognostic unfavourable (1.85e-4)	unprognostic (2.39e-2)	unprognostic (1.72e-3)	unprognostic (2.35e-2)	unprognostic (7.40e-2)	unprognostic (1.57e-2)	unprognostic (2.54e-2)	prognostic unfavourable (3.22e-15)	unprognostic (2.75e-2)	unprognostic (1.27e-1)	unprognostic (3.93e-2)	unprognostic (1.96e-2)
LTB4R	Q15722	unprognostic (4.07e-2)	unprognostic (7.67e-2)	unprognostic (3.67e-3)	unprognostic (2.40e-3)	unprognostic (4.90e-2)	unprognostic (9.00e-3)	unprognostic (1.15e-2)	unprognostic (8.63e-2)	unprognostic (3.68e-1)	unprognostic (2.06e-1)	prognostic favourable (1.85e-4)	unprognostic (7.25e-2)	prognostic unfavourable (3.44e-15)	unprognostic (2.88e-1)	unprognostic (2.97e-1)	unprognostic (6.59e-2)	unprognostic (7.45e-2)
RUNX1	Q01196	unprognostic (4.06e-3)	unprognostic (2.35e-2)	unprognostic (1.42e-2)	unprognostic (1.52e-1)	unprognostic (5.15e-3)	unprognostic (2.62e-1)	unprognostic (5.87e-2)	unprognostic (1.15e-1)	unprognostic (1.13e-1)	unprognostic (1.12e-3)	unprognostic (2.33e-2)	unprognostic (3.47e-2)	prognostic unfavourable (3.44e-15)	unprognostic (1.48e-1)	unprognostic (1.50e-1)	unprognostic (6.17e-2)	unprognostic (5.47e-2)
PABPC1L	Q4VXU2	unprognostic (4.98e-2)	unprognostic (2.78e-1)	prognostic unfavourable (3.80e-4)	unprognostic (1.73e-2)	unprognostic (2.26e-1)	unprognostic (2.24e-2)	unprognostic (1.77e-3)	unprognostic (4.92e-3)	unprognostic (3.69e-2)	unprognostic (2.44e-1)	unprognostic (2.28e-3)	unprognostic (7.96e-2)	prognostic unfavourable (4.00e-15)	unprognostic (1.01e-1)	unprognostic (1.88e-1)	unprognostic (8.63e-2)	prognostic favourable (8.84e-4)
RAD51AP1	Q96B01	unprognostic (1.03e-1)	unprognostic (5.44e-3)	unprognostic (1.84e-1)	prognostic unfavourable (9.42e-4)	unprognostic (6.30e-2)	unprognostic (5.25e-3)	prognostic unfavourable (3.53e-4)	unprognostic (2.15e-2)	unprognostic (2.26e-2)	unprognostic (6.29e-3)	prognostic unfavourable (1.22e-5)	unprognostic (1.00e-1)	prognostic unfavourable (4.44e-15)	unprognostic (2.68e-2)	unprognostic (2.22e-1)	unprognostic (6.88e-2)	unprognostic (3.75e-2)
SKP2	Q13309	unprognostic (2.32e-2)	unprognostic (2.87e-1)	unprognostic (1.26e-1)	unprognostic (5.74e-2)	unprognostic (9.56e-2)	unprognostic (1.52e-2)	unprognostic (1.21e-3)	unprognostic (2.22e-1)	prognostic unfavourable (3.72e-7)	prognostic favourable (8.57e-4)	unprognostic (5.06e-2)	unprognostic (2.71e-1)	prognostic unfavourable (4.77e-15)	unprognostic (2.50e-2)	unprognostic (3.73e-1)	unprognostic (1.63e-1)	unprognostic (2.19e-1)
CENPH	Q9H3R5	unprognostic (1.49e-1)	prognostic favourable (6.86e-4)	unprognostic (1.73e-2)	unprognostic (3.16e-2)	unprognostic (2.32e-1)	unprognostic (3.87e-2)	prognostic unfavourable (5.22e-5)	unprognostic (6.14e-3)	unprognostic (6.85e-2)	prognostic favourable (2.50e-4)	unprognostic (4.21e-2)	unprognostic (8.80e-2)	prognostic unfavourable (5.11e-15)	unprognostic (1.17e-1)	unprognostic (3.94e-1)	unprognostic (2.58e-1)	unprognostic (2.20e-1)
C1S	P09871	unprognostic (2.72e-3)	unprognostic (7.31e-2)	unprognostic (9.37e-2)	unprognostic (1.39e-2)	unprognostic (1.05e-2)	unprognostic (9.63e-2)	prognostic favourable (7.73e-4)	unprognostic (6.38e-2)	unprognostic (1.16e-1)	unprognostic (6.14e-2)	unprognostic (1.57e-1)	unprognostic (1.85e-2)	prognostic unfavourable (7.44e-15)	unprognostic (2.02e-2)	unprognostic (5.68e-3)	unprognostic (1.19e-2)	unprognostic (5.39e-2)
NUMBL	Q9Y6R0	unprognostic (2.78e-2)	unprognostic (6.31e-2)	prognostic unfavourable (3.49e-4)	unprognostic (1.78e-2)	unprognostic (1.27e-1)	unprognostic (7.29e-2)	unprognostic (7.14e-3)	unprognostic (7.50e-2)	unprognostic (3.22e-1)	prognostic unfavourable (1.52e-4)	unprognostic (1.56e-1)	unprognostic (3.91e-2)	prognostic unfavourable (7.55e-15)	unprognostic (1.91e-2)	unprognostic (2.83e-2)	unprognostic (8.27e-2)	unprognostic (1.69e-3)
ATAD2	Q6PL18	unprognostic (1.56e-1)	unprognostic (4.55e-2)	unprognostic (2.07e-1)	prognostic unfavourable (2.04e-4)	unprognostic (2.08e-1)	unprognostic (4.44e-2)	unprognostic (2.98e-2)	unprognostic (2.74e-3)	unprognostic (2.02e-3)	unprognostic (5.62e-2)	unprognostic (1.19e-2)	unprognostic (4.98e-2)	prognostic unfavourable (8.33e-15)	unprognostic (1.15e-2)	unprognostic (1.82e-1)	unprognostic (4.84e-2)	unprognostic (6.17e-2)
PRCC	Q92733	unprognostic (6.12e-2)	unprognostic (2.68e-1)	unprognostic (2.68e-3)	prognostic unfavourable (5.55e-4)	unprognostic (3.19e-1)	unprognostic (1.72e-1)	prognostic unfavourable (8.63e-4)	unprognostic (3.03e-1)	unprognostic (9.16e-2)	unprognostic (3.27e-3)	unprognostic (1.14e-1)	unprognostic (6.80e-2)	prognostic unfavourable (8.99e-15)	unprognostic (1.72e-1)	unprognostic (2.74e-1)	prognostic unfavourable (3.72e-4)	unprognostic (1.02e-2)
PCLAF	Q15004	unprognostic (5.34e-2)	unprognostic (1.36e-3)	unprognostic (9.39e-2)	unprognostic (1.28e-1)	unprognostic (4.16e-1)	unprognostic (2.22e-1)	prognostic unfavourable (3.26e-5)	unprognostic (4.38e-3)	unprognostic (1.91e-3)	unprognostic (7.26e-2)	unprognostic (2.56e-3)	unprognostic (9.65e-2)	prognostic unfavourable (9.77e-15)	unprognostic (5.59e-2)	unprognostic (2.05e-1)	unprognostic (8.65e-2)	unprognostic (3.22e-1)
KCNN4	O15554	unprognostic (1.23e-2)	unprognostic (3.22e-2)	unprognostic (4.29e-1)	unprognostic (3.74e-3)	prognostic unfavourable (2.68e-4)	unprognostic (1.98e-2)	unprognostic (7.33e-2)	unprognostic (1.42e-2)	unprognostic (2.48e-3)	unprognostic (4.12e-2)	prognostic unfavourable (4.56e-4)	unprognostic (9.96e-3)	prognostic unfavourable (1.05e-14)	unprognostic (3.70e-2)	unprognostic (2.17e-2)	unprognostic (7.50e-2)	prognostic favourable (1.75e-4)
CTHRC1	Q96CG8	unprognostic (2.04e-2)	unprognostic (4.58e-1)	unprognostic (2.76e-2)	unprognostic (1.88e-2)	unprognostic (1.20e-1)	unprognostic (1.33e-2)	prognostic unfavourable (1.67e-4)	unprognostic (4.17e-2)	unprognostic (3.64e-2)	unprognostic (8.63e-2)	unprognostic (1.12e-2)	unprognostic (3.73e-2)	prognostic unfavourable (1.22e-14)	unprognostic (2.33e-3)	unprognostic (3.21e-2)	unprognostic (7.96e-3)	unprognostic (2.37e-3)
RNASET2	O00584	unprognostic (4.18e-2)	unprognostic (2.57e-1)	unprognostic (1.44e-1)	unprognostic (1.06e-1)	unprognostic (4.13e-2)	unprognostic (9.33e-2)	unprognostic (1.76e-2)	unprognostic (1.30e-1)	unprognostic (1.15e-2)	unprognostic (8.11e-2)	unprognostic (1.79e-1)	unprognostic (5.06e-2)	prognostic unfavourable (1.70e-14)	unprognostic (5.03e-2)	unprognostic (7.34e-2)	unprognostic (6.29e-2)	unprognostic (1.01e-2)
FAM83D	Q9H4H8	unprognostic (7.90e-3)	unprognostic (4.34e-2)	unprognostic (6.41e-2)	prognostic unfavourable (1.49e-4)	unprognostic (1.95e-1)	unprognostic (1.01e-1)	prognostic unfavourable (5.44e-6)	prognostic unfavourable (9.69e-4)	unprognostic (2.21e-2)	unprognostic (1.12e-1)	prognostic unfavourable (4.73e-5)	unprognostic (3.52e-2)	prognostic unfavourable (1.81e-14)	unprognostic (2.57e-3)	unprognostic (5.74e-2)	unprognostic (2.82e-1)	unprognostic (4.87e-2)
C1R	P00736	unprognostic (1.55e-2)	unprognostic (8.97e-2)	unprognostic (3.46e-2)	unprognostic (1.92e-1)	unprognostic (1.47e-2)	unprognostic (2.66e-2)	unprognostic (1.94e-2)	unprognostic (2.05e-1)	unprognostic (2.50e-1)	unprognostic (1.72e-1)	unprognostic (1.21e-1)	unprognostic (4.16e-2)	prognostic unfavourable (1.94e-14)	unprognostic (3.54e-2)	unprognostic (2.25e-2)	unprognostic (6.13e-2)	unprognostic (2.59e-2)
CDCA2	Q69YH5	unprognostic (2.12e-1)	unprognostic (4.75e-3)	prognostic favourable (9.62e-4)	unprognostic (2.92e-2)	unprognostic (9.69e-2)	unprognostic (3.56e-2)	unprognostic (2.50e-5)	unprognostic (1.47e-3)	unprognostic (6.06e-2)	unprognostic (2.91e-3)	unprognostic (1.32e-3)	unprognostic (1.99e-1)	prognostic unfavourable (2.30e-14)	unprognostic (1.36e-2)	unprognostic (4.02e-1)	unprognostic (1.91e-1)	unprognostic (5.30e-2)
ADAM12	O43184	unprognostic (3.35e-1)	unprognostic (1.05e-3)	unprognostic (3.52e-2)	unprognostic (2.47e-2)	unprognostic (3.34e-2)	unprognostic (2.16e-1)	unprognostic (2.91e-6)	unprognostic (2.17e-2)	unprognostic (4.85e-2)	unprognostic (1.30e-2)	unprognostic (2.53e-2)	unprognostic (1.09e-1)	prognostic unfavourable (2.39e-14)	unprognostic (3.11e-3)	unprognostic (9.06e-3)	unprognostic (4.70e-3)	unprognostic (3.47e-3)
GFPT2	O94808	unprognostic (3.48e-1)	prognostic unfavourable (9.09e-4)	unprognostic (1.91e-2)	unprognostic (1.08e-2)	unprognostic (6.28e-2)	unprognostic (3.39e-3)	unprognostic (3.05e-1)	prognostic unfavourable (2.95e-4)	unprognostic (7.65e-2)	unprognostic (2.73e-2)	unprognostic (4.50e-2)	unprognostic (2.94e-2)	prognostic unfavourable (2.58e-14)	unprognostic (3.67e-3)	unprognostic (1.23e-2)	prognostic unfavourable (3.47e-4)	unprognostic (1.52e-3)
JAK3	P52333	unprognostic (5.59e-3)	prognostic favourable (6.42e-5)	unprognostic (5.71e-2)	unprognostic (2.34e-1)	unprognostic (6.13e-3)	unprognostic (1.11e-3)	unprognostic (4.21e-2)	unprognostic (2.60e-1)	unprognostic (2.38e-2)	unprognostic (2.36e-1)	unprognostic (3.58e-2)	unprognostic (1.94e-1)	prognostic unfavourable (2.89e-14)	unprognostic (2.28e-1)	unprognostic (2.21e-2)	unprognostic (4.43e-2)	unprognostic (7.61e-2)
ADA	P00813	unprognostic (4.30e-2)	unprognostic (6.89e-2)	unprognostic (3.96e-2)	prognostic unfavourable (1.23e-7)	unprognostic (9.33e-2)	unprognostic (9.07e-3)	prognostic unfavourable (6.77e-5)	prognostic unfavourable (2.20e-4)	unprognostic (1.59e-1)	unprognostic (2.16e-1)	unprognostic (3.66e-2)	unprognostic (3.48e-1)	prognostic unfavourable (2.94e-14)	unprognostic (2.29e-1)	unprognostic (1.04e-2)	unprognostic (1.53e-1)	unprognostic (1.82e-1)
BCL3	P20749	prognostic favourable (9.67e-4)	unprognostic (8.82e-2)	unprognostic (2.81e-1)	unprognostic (7.54e-2)	prognostic unfavourable (4.01e-4)	unprognostic (3.49e-2)	unprognostic (2.34e-3)	unprognostic (2.79e-1)	prognostic favourable (3.74e-4)	unprognostic (2.09e-2)	unprognostic (9.23e-2)	unprognostic (1.81e-1)	prognostic unfavourable (3.13e-14)	unprognostic (8.24e-2)	unprognostic (1.36e-1)	unprognostic (3.77e-2)	unprognostic (3.04e-2)
B4GALNT1	Q00973	unprognostic (3.18e-1)	unprognostic (8.34e-2)	unprognostic (2.05e-2)	unprognostic (3.33e-3)	unprognostic (2.54e-1)	unprognostic (2.70e-3)	unprognostic (3.73e-5)	unprognostic (1.26e-2)	unprognostic (1.72e-1)	unprognostic (2.66e-1)	unprognostic (2.00e-1)	unprognostic (1.67e-1)	prognostic unfavourable (3.18e-14)	unprognostic (2.52e-2)	unprognostic (1.81e-1)	unprognostic (1.44e-2)	unprognostic (4.92e-4)
CNTNAP1	P78357	unprognostic (4.04e-2)	unprognostic (3.69e-1)	unprognostic (2.37e-3)	unprognostic (1.89e-1)	unprognostic (5.02e-3)	unprognostic (1.13e-1)	unprognostic (3.19e-3)	unprognostic (1.19e-1)	unprognostic (2.59e-1)	unprognostic (9.76e-3)	unprognostic (1.99e-2)	unprognostic (1.67e-1)	prognostic unfavourable (4.16e-14)	unprognostic (9.52e-3)	unprognostic (2.27e-2)	unprognostic (3.11e-2)	unprognostic (7.37e-3)
NUSAP1	Q9BXS6	unprognostic (1.19e-1)	unprognostic (9.53e-3)	unprognostic (1.65e-1)	unprognostic (8.78e-2)	unprognostic (3.46e-2)	unprognostic (2.97e-2)	unprognostic (1.16e-3)	unprognostic (1.74e-3)	unprognostic (1.37e-2)	unprognostic (4.14e-1)	prognostic unfavourable (6.27e-4)	unprognostic (8.49e-3)	prognostic unfavourable (6.82e-14)	unprognostic (4.76e-3)	unprognostic (1.23e-1)	unprognostic (2.18e-1)	unprognostic (1.22e-1)
PLCXD1	Q9NUJ7	unprognostic (2.73e-2)	unprognostic (5.67e-2)	unprognostic (4.57e-2)	prognostic unfavourable (8.10e-4)	unprognostic (3.80e-2)	prognostic favourable (2.50e-4)	unprognostic (1.47e-3)	unprognostic (7.92e-2)	unprognostic (1.72e-2)	unprognostic (4.80e-2)	unprognostic (7.25e-2)	unprognostic (1.11e-3)	prognostic unfavourable (7.82e-14)	unprognostic (6.01e-2)	unprognostic (1.95e-1)	unprognostic (3.59e-2)	unprognostic (1.78e-1)
